"year","reg","sex","s.age","length","mean","sd","n","se"
"753",1998,"2B ","M",12,"length",86.6666666666667,5.42832079621927,6,2.21610268514595
"754",1998,"2B ","M",13,"length",92.2,17.2249818577553,5,7.7032460690283
"755",1998,"2B ","M",14,"length",86,NA,1,NA
"756",1998,"2B ","M",16,"length",101,NA,1,NA
"757",1998,"2B ","M",17,"length",88,NA,1,NA
"758",1998,"2C ","F",12,"length",110.727272727273,19.1733716862262,11,5.78098907720329
"759",1998,"2C ","F",13,"length",107.5,2.12132034355964,2,1.5
"760",1998,"2C ","F",14,"length",120.142857142857,17.5634902703361,7,6.63837534423027
"761",1998,"2C ","F",15,"length",120,11.5758369027902,8,4.09267638593622
"762",1998,"2C ","F",16,"length",133.25,8.73212459828649,4,4.36606229914324
"763",1998,"2C ","F",17,"length",139,5.56776436283002,3,3.21455025366432
"764",1998,"2C ","M",12,"length",86.5,7.14142842854285,4,3.57071421427143
"765",1998,"2C ","M",13,"length",88.75,9.5,4,4.75
"766",1998,"2C ","M",14,"length",84.6666666666667,6.02771377334171,3,3.48010216963685
"767",1998,"2C ","M",15,"length",107,16.9705627484771,2,12
"768",1998,"2C ","M",16,"length",120,21.0713075057055,3,12.1655250605964
"769",1998,"2C ","M",18,"length",93,NA,1,NA
"770",1998,"3A ","F",12,"length",103.2,19.3597520645281,20,4.32897216438267
"771",1998,"3A ","F",13,"length",102.681818181818,12.6768869681584,22,2.70272138277046
"772",1998,"3A ","F",14,"length",113.428571428571,18.9684526992108,14,5.06953222554816
"773",1998,"3A ","F",15,"length",126.125,17.5494539326252,16,4.3873634831563
"774",1998,"3A ","F",16,"length",111.6,10.1636607578175,5,4.5453272709454
"775",1998,"3A ","F",17,"length",131,11.3431330181157,4,5.67156650905785
"776",1998,"3A ","M",12,"length",79.1,8.71078514129339,10,2.75459212548388
"777",1998,"3A ","M",13,"length",83.5454545454545,5.64559361561982,11,1.70221052198517
"778",1998,"3A ","M",14,"length",86.0909090909091,6.90586048881014,11,2.0821952814476
"779",1998,"3A ","M",15,"length",88.7777777777778,6.28048122713892,9,2.09349374237964
"780",1998,"3A ","M",16,"length",97.3333333333333,10.2143689640297,3,5.89726867098471
"781",1998,"3A ","M",17,"length",100,14.142135623731,2,10
"782",1998,"3A ","M",18,"length",106.333333333333,10.6926766215636,3,6.17341972581738
"783",1998,"3B ","F",12,"length",100.733333333333,20.0159460240603,15,5.16809504065147
"784",1998,"3B ","F",13,"length",107.65,16.4964908549157,20,3.6887274941795
"785",1998,"3B ","F",14,"length",118.333333333333,16.2510072947875,15,4.19599204078716
"786",1998,"3B ","F",15,"length",118.125,11.861552536301,8,4.19369211690946
"787",1998,"3B ","F",16,"length",142.5,37.476659402887,2,26.5
"788",1998,"3B ","F",17,"length",124.333333333333,15.6311654502578,3,9.02465758045392
"789",1998,"3B ","F",18,"length",142.666666666667,29.0918086982115,3,16.7961635831255
"790",1998,"3B ","M",12,"length",83.1538461538462,11.0290990403127,13,3.05892170092446
"791",1998,"3B ","M",13,"length",87.8823529411765,11.2187474397834,17,2.72094592243263
"792",1998,"3B ","M",14,"length",91,16.2704416881433,12,4.69687194424183
"793",1998,"3B ","M",15,"length",87.2857142857143,10.3732538580908,14,2.77236870878619
"794",1998,"3B ","M",16,"length",92.3636363636364,9.70847801947069,11,2.92721626145427
"795",1998,"3B ","M",17,"length",95.5,7.85281265959316,4,3.92640632979658
"796",1998,"3B ","M",18,"length",102.142857142857,16.9059020406935,7,6.38983035555633
"797",1998,"4A ","F",12,"length",104,17.4814187067297,21,3.81475830851457
"798",1998,"4A ","F",13,"length",111.75,23.9329420315538,8,8.46157280212812
"799",1998,"4A ","F",14,"length",125.777777777778,16.4223763336627,9,5.47412544455423
"800",1998,"4A ","F",15,"length",115,13.2035348802256,7,4.99046710286341
"801",1998,"4A ","F",16,"length",140.333333333333,19.4593593591019,6,7.94425019187532
"802",1998,"4A ","F",17,"length",142,NA,1,NA
"803",1998,"4A ","F",18,"length",135.166666666667,32.0400790677343,6,13.0803075057295
"804",1998,"4A ","M",12,"length",89.125,10.6695494616355,8,3.77225538826386
"805",1998,"4A ","M",13,"length",86.8181818181818,9.44264985920988,11,2.8470660554274
"806",1998,"4A ","M",14,"length",89,9.65228815704684,13,2.67706306736817
"807",1998,"4A ","M",15,"length",94.8333333333333,14.7082743152735,12,4.245913067619
"808",1998,"4A ","M",16,"length",99.9,12.7927931100114,10,4.04543638629451
"809",1998,"4A ","M",17,"length",104.5,23.3345237791561,2,16.5
"810",1998,"4A ","M",18,"length",103.5,19.0918830920368,2,13.5
"811",1998,"4B ","F",12,"length",100.166666666667,6.91134333300457,6,2.82154410050793
"812",1998,"4B ","F",13,"length",126,NA,1,NA
"813",1998,"4B ","F",14,"length",132,NA,1,NA
"814",1998,"4B ","F",15,"length",136,2.82842712474619,2,2
"815",1998,"4B ","F",16,"length",136,11.7898261225516,3,6.80685928555405
"816",1998,"4B ","F",17,"length",143,31.1126983722081,2,22
"817",1998,"4B ","F",18,"length",149.5,45.9619407771256,2,32.5
"818",1998,"4B ","M",12,"length",90,4.14728827066554,6,1.69312334656004
"819",1998,"4B ","M",13,"length",90.6666666666667,2.3094010767585,3,1.33333333333333
"820",1998,"4B ","M",14,"length",89,NA,1,NA
"821",1998,"4B ","M",15,"length",92.2,8.84307638777366,5,3.95474398665704
"822",1998,"4B ","M",16,"length",101,3.60555127546399,5,1.61245154965971
"823",1998,"4B ","M",17,"length",100,NA,1,NA
"824",1998,"4B ","M",18,"length",101.4,10.2127371453494,5,4.56727489866769
"825",1999,"2A ","F",12,"length",107.428571428571,11.5090026873375,21,2.51147028515117
"826",1999,"2A ","F",13,"length",107.285714285714,9.46421832860108,7,3.57713829301398
"827",1999,"2A ","F",14,"length",126.666666666667,1.15470053837925,3,0.666666666666667
"828",1999,"2A ","F",15,"length",127.5,13.4350288425444,2,9.5
"829",1999,"2A ","F",16,"length",95,NA,1,NA
"830",1999,"2A ","M",12,"length",86,4.47213595499958,6,1.82574185835055
"831",1999,"2A ","M",13,"length",94.3333333333333,8.50490054811538,3,4.91030662088541
"832",1999,"2A ","M",14,"length",96,2.82842712474619,2,2
"833",1999,"2A ","M",15,"length",93,1.82574185835055,4,0.912870929175277
"834",1999,"2B ","F",12,"length",100.214285714286,13.7473422154763,28,2.59800347787501
"835",1999,"2B ","F",13,"length",105.625,12.9762603755217,16,3.24406509388041
"836",1999,"2B ","F",14,"length",110.25,19.1665631467184,8,6.77640338654237
"837",1999,"2B ","F",15,"length",114.1,17.7103234175877,10,5.60049600977945
"838",1999,"2B ","F",16,"length",126.333333333333,8.14452781524708,3,4.70224532655529
"839",1999,"2B ","F",17,"length",125.333333333333,18.5022521151706,3,10.682280239308
"840",1999,"2B ","F",18,"length",139.666666666667,19.3476958145753,3,11.170397386744
"841",1999,"2B ","M",12,"length",80.44,5.33135379930214,25,1.06627075986043
"842",1999,"2B ","M",13,"length",86.6666666666667,8.06639117986889,6,3.29309040939426
"843",1999,"2B ","M",14,"length",87.7777777777778,13.1982742979696,9,4.39942476598986
"844",1999,"2B ","M",15,"length",88,8.14160391358572,8,2.8784916685157
"845",1999,"2B ","M",16,"length",93.5,6.75771164423776,4,3.37885582211888
"846",1999,"2B ","M",17,"length",92.5,0.707106781186548,2,0.5
"847",1999,"2B ","M",18,"length",94,NA,1,NA
"848",1999,"2C ","F",12,"length",105.72,16.463393736813,25,3.2926787473626
"849",1999,"2C ","F",13,"length",109.636363636364,20.4659362222828,11,6.17071194842323
"850",1999,"2C ","F",14,"length",124.2,11.6409239801277,10,3.68118338460761
"851",1999,"2C ","F",15,"length",131.571428571429,10.9370493104424,7,4.13381607889728
"852",1999,"2C ","F",16,"length",135.375,14.9660329699337,8,5.29129170025079
"853",1999,"2C ","F",17,"length",145.5,16.2634559672906,2,11.5
"854",1999,"2C ","F",18,"length",144.333333333333,10.0166528008778,3,5.78311719096582
"855",1999,"2C ","M",12,"length",86.1764705882353,9.6968763921536,17,2.35183797667104
"856",1999,"2C ","M",13,"length",89.8,14.7885090526395,5,6.61362230551458
"857",1999,"2C ","M",14,"length",87.5,4.04145188432738,4,2.02072594216369
"858",1999,"2C ","M",15,"length",97.3333333333333,6.34560215162176,6,2.59058123036339
"859",1999,"2C ","M",16,"length",88,NA,1,NA
"860",1999,"2C ","M",17,"length",86,NA,1,NA
"861",1999,"2C ","M",18,"length",114,NA,1,NA
"862",1999,"3A ","F",12,"length",100,13.2393353307483,26,2.59644727686477
"863",1999,"3A ","F",13,"length",115.782608695652,17.1197826073154,23,3.56972143914887
"864",1999,"3A ","F",14,"length",119.227272727273,22.3669224700051,22,4.7686438932755
"865",1999,"3A ","F",15,"length",105.625,17.9279311211783,8,6.33848083421527
"866",1999,"3A ","F",16,"length",117.2,11.2116011345392,5,5.01398045468867
"867",1999,"3A ","F",17,"length",118.75,30.7394968512282,4,15.3697484256141
"868",1999,"3A ","F",18,"length",100,18.3847763108502,2,13
"869",1999,"3A ","M",12,"length",79.7333333333333,5.58654847016687,15,1.44244061251579
"870",1999,"3A ","M",13,"length",81.4444444444444,4.69337594677624,9,1.56445864892541
"871",1999,"3A ","M",14,"length",92.8888888888889,9.15757124521077,9,3.05252374840359
"872",1999,"3A ","M",15,"length",89.6,8.23542483556387,10,2.60426999794995
"873",1999,"3A ","M",16,"length",93.625,7.52021086330506,8,2.65879604869787
"874",1999,"3A ","M",17,"length",87,5.29150262212918,3,3.05505046330389
"875",1999,"3B ","F",12,"length",103.703703703704,17.7889654968268,27,3.42348800606597
"876",1999,"3B ","F",13,"length",104.076923076923,12.2981132595041,13,3.4108829191235
"877",1999,"3B ","F",14,"length",110.5,6.4730209330729,6,2.64259973006381
"878",1999,"3B ","F",15,"length",111.916666666667,15.3057228354348,12,4.41838159959005
"879",1999,"3B ","F",16,"length",127.666666666667,18.370265830049,6,7.49962962048423
"880",1999,"3B ","F",17,"length",111.333333333333,16.5025250593154,3,9.5277372853043
"881",1999,"3B ","F",18,"length",129.333333333333,9.71253485622231,3,5.60753461375357
"882",1999,"3B ","M",12,"length",81.4375,8.06000680380726,32,1.42482136684546
"883",1999,"3B ","M",13,"length",85.5333333333333,10.6090706922134,15,2.73925027397864
"884",1999,"3B ","M",14,"length",88.8125,9.58623144584635,16,2.39655786146159
"885",1999,"3B ","M",15,"length",88.6923076923077,10.5860333725198,13,2.93603739449177
"886",1999,"3B ","M",16,"length",96,9.31274786125302,12,2.68835874229477
"887",1999,"3B ","M",17,"length",101.333333333333,17.0372141697716,6,6.95541355907596
"888",1999,"3B ","M",18,"length",106,12.1655250605964,3,7.02376916856849
"889",1999,"4A ","F",12,"length",98.225,17.7337683096836,40,2.80395496781572
"890",1999,"4A ","F",13,"length",113.181818181818,16.1791111116661,11,4.87818554535147
"891",1999,"4A ","F",14,"length",121.75,7.8049129826454,4,3.9024564913227
"892",1999,"4A ","F",15,"length",119.333333333333,8.9628864398325,3,5.17472489875334
"893",1999,"4A ","F",16,"length",140.25,23.4004985701872,4,11.7002492850936
"894",1999,"4A ","F",17,"length",136,25.3673017879316,5,11.3446022407134
"895",1999,"4A ","F",18,"length",139,29.698484809835,2,21
"896",1999,"4A ","M",12,"length",83.5172413793103,9.90173393781965,29,1.83870583212261
"897",1999,"4A ","M",13,"length",78,13.5646599662505,6,5.53774924194538
"898",1999,"4A ","M",14,"length",93.1666666666667,7.25028735062733,6,2.95991741626538
"899",1999,"4A ","M",15,"length",91.5,9.33273807625608,6,3.81007436497855
"900",1999,"4A ","M",16,"length",103.166666666667,8.20771994324043,6,3.35078763543406
"901",1999,"4A ","M",17,"length",89.4,8.26438140455775,5,3.69594372251527
"902",1999,"4A ","M",18,"length",100,7.93725393319377,3,4.58257569495584
"903",1999,"4B ","F",12,"length",106.761904761905,14.8657484234894,21,3.24397225775288
"904",1999,"4B ","F",13,"length",108.875,18.450222608026,8,6.52313876026827
"905",1999,"4B ","F",14,"length",126.833333333333,14.3306198981993,6,5.8504510747273
"906",1999,"4B ","F",15,"length",116.8,17.8101094887145,5,7.96492310069595
"907",1999,"4B ","F",16,"length",125,15.4434452114805,5,6.9065186599328
"908",1999,"4B ","F",17,"length",135.666666666667,4.61880215351701,3,2.66666666666667
"909",1999,"4B ","F",18,"length",131.5,10.8397416943394,6,4.42530601578392
"910",1999,"4B ","M",12,"length",87.625,8.41758690069602,40,1.33093735042985
"911",1999,"4B ","M",13,"length",90.4666666666667,6.78092562862567,15,1.75082746876922
"912",1999,"4B ","M",14,"length",91.75,10.1447851956888,4,5.0723925978444
"913",1999,"4B ","M",15,"length",98.25,12.6575781930939,8,4.47512968686782
"914",1999,"4B ","M",16,"length",93.8888888888889,8.2529456020933,9,2.75098186736443
"915",1999,"4B ","M",17,"length",104.2,13.5351394525509,5,6.05309838016862
"916",1999,"4B ","M",18,"length",102,6.557438524302,3,3.78593889720018
"917",2000,"2B ","F",12,"length",104.607142857143,20.2106302900126,28,3.81945011337448
"918",2000,"2B ","F",13,"length",110.72,15.8259280928481,25,3.16518561856963
"919",2000,"2B ","F",14,"length",116.6,12.5273035140581,10,3.96148120446549
"920",2000,"2B ","F",15,"length",131.2,17.683325479106,5,7.90822356790702
"921",2000,"2B ","F",16,"length",132.4,12.5817327900413,5,5.62672195865408
"922",2000,"2B ","F",17,"length",123.4,20.586403279835,5,9.20651942918712
"923",2000,"2B ","F",18,"length",131,NA,1,NA
"924",2000,"2B ","M",12,"length",79.9523809523809,5.78339165608028,21,1.26203952559828
"925",2000,"2B ","M",13,"length",86.52,8.97273648337005,25,1.79454729667401
"926",2000,"2B ","M",14,"length",80.2,4.32434966208793,5,1.93390796058137
"927",2000,"2B ","M",15,"length",90.8333333333333,13.9916641850306,6,5.71207298428318
"928",2000,"2B ","M",16,"length",96.3333333333333,10.2632028788938,3,5.92546294487706
"929",2000,"2B ","M",17,"length",89,6.08276253029822,3,3.51188458428425
"930",2000,"2B ","M",18,"length",98,17.1658575861116,4,8.58292879305582
"931",2000,"2C ","F",12,"length",106.222222222222,18.7602963182546,27,3.61042070980715
"932",2000,"2C ","F",13,"length",111.535714285714,17.5298309616771,28,3.31282666068556
"933",2000,"2C ","F",14,"length",124.444444444444,16.5990294227638,9,5.53300980758793
"934",2000,"2C ","F",15,"length",121.818181818182,16.8036792507961,11,5.06649992476101
"935",2000,"2C ","F",16,"length",127,19.5192212959431,3,11.2694276695846
"936",2000,"2C ","F",17,"length",139.166666666667,17.9378556875304,6,7.32309891902177
"937",2000,"2C ","F",18,"length",124.5,23.3345237791561,2,16.5
"938",2000,"2C ","M",12,"length",83.5,6.431456783936,12,1.85660165274345
"939",2000,"2C ","M",13,"length",87.5,8.81665091365952,16,2.20416272841488
"940",2000,"2C ","M",14,"length",98.2,14.7715943621533,5,6.6060578259655
"941",2000,"2C ","M",15,"length",90,14.560219778561,6,5.94418483337567
"942",2000,"2C ","M",16,"length",101,9.89949493661167,2,7
"943",2000,"2C ","M",17,"length",83,NA,1,NA
"944",2000,"2C ","M",18,"length",96,NA,1,NA
"945",2000,"3A ","F",12,"length",97.3636363636364,17.0602208767541,33,2.96980326031181
"946",2000,"3A ","F",13,"length",102.363636363636,14.8560392685404,44,2.23963218747884
"947",2000,"3A ","F",14,"length",127.3125,23.711372095825,16,5.92784302395624
"948",2000,"3A ","F",15,"length",124.923076923077,26.9890766127753,13,7.48542304652211
"949",2000,"3A ","F",16,"length",121.222222222222,12.4577062272492,9,4.15256874241641
"950",2000,"3A ","F",17,"length",121.9,18.4839269516939,10,5.84513092715258
"951",2000,"3A ","F",18,"length",108,NA,1,NA
"952",2000,"3A ","M",12,"length",84.0625,7.15046618526839,16,1.7876165463171
"953",2000,"3A ","M",13,"length",83.0526315789474,4.1829506360214,19,0.959634689907182
"954",2000,"3A ","M",14,"length",80.2222222222222,5.14241620684717,9,1.71413873561572
"955",2000,"3A ","M",15,"length",92.8571428571429,9.02641625874801,7,3.41166466439961
"956",2000,"3A ","M",16,"length",92.2222222222222,8.15134617375832,9,2.71711539125277
"957",2000,"3A ","M",17,"length",86.8571428571429,9.38844274322729,7,3.54849781382121
"958",2000,"3A ","M",18,"length",102,NA,1,NA
"959",2000,"3B ","F",12,"length",96.6875,19.1719195700378,16,4.79297989250946
"960",2000,"3B ","F",13,"length",103.533333333333,18.4441997860337,30,3.36743475931421
"961",2000,"3B ","F",14,"length",112.5,21.879213879845,6,8.93215166313993
"962",2000,"3B ","F",15,"length",101.5,13.7961347243833,4,6.89806736219163
"963",2000,"3B ","F",16,"length",116.714285714286,12.2435600176077,7,4.62763070981194
"964",2000,"3B ","F",17,"length",123,2.82842712474619,2,2
"965",2000,"3B ","F",18,"length",130.5,4.94974746830583,2,3.5
"966",2000,"3B ","M",12,"length",85.6785714285714,9.57254396091226,28,1.80904076677193
"967",2000,"3B ","M",13,"length",86.6818181818182,8.06749128195473,22,1.71999492050539
"968",2000,"3B ","M",14,"length",86.4166666666667,8.061787906068,12,2.32723770885901
"969",2000,"3B ","M",15,"length",86.8461538461538,9.59032632262109,13,2.65987794651095
"970",2000,"3B ","M",16,"length",90.6153846153846,8.11930273626233,13,2.25188941050838
"971",2000,"3B ","M",17,"length",95.5,8.06225774829855,4,4.03112887414927
"972",2000,"3B ","M",18,"length",91.2,10.0349389634417,5,4.48776113446337
"973",2000,"4A ","F",12,"length",99.3703703703704,13.9646480804708,27,2.68749777613273
"974",2000,"4A ","F",13,"length",103.6,12.579677096892,30,2.29672430403295
"975",2000,"4A ","F",14,"length",113.083333333333,13.0764071610831,12,3.77483359724223
"976",2000,"4A ","F",15,"length",154.5,43.1335136523794,2,30.5
"977",2000,"4A ","F",16,"length",112,NA,1,NA
"978",2000,"4A ","F",17,"length",129.5,19.0918830920368,2,13.5
"979",2000,"4A ","F",18,"length",149.2,14.1315250415516,5,6.31981012372998
"980",2000,"4A ","M",12,"length",82.7,10.5410527511937,30,1.92452412389356
"981",2000,"4A ","M",13,"length",83.88,9.15295944854268,25,1.83059188970854
"982",2000,"4A ","M",14,"length",91.0714285714286,9.63538579096132,14,2.57516517279765
"983",2000,"4A ","M",15,"length",98.9230769230769,19.1331367809077,13,5.30657736338683
"984",2000,"4A ","M",16,"length",98,14.0142784330839,6,5.72130521239108
"985",2000,"4A ","M",17,"length",91.3333333333333,5.75036230742609,6,2.34757558155454
"986",2000,"4A ","M",18,"length",113.25,16.2967276878928,4,8.14836384394642
"987",2000,"4B ","F",12,"length",109,13.0602997121593,15,3.3721548854447
"988",2000,"4B ","F",13,"length",111.28,12.9567228366847,25,2.59134456733694
"989",2000,"4B ","F",14,"length",124,16.5803827129862,12,4.78634421130479
"990",2000,"4B ","F",15,"length",117.75,22.2916277258227,4,11.1458138629113
"991",2000,"4B ","F",16,"length",141.75,5.67890834580027,4,2.83945417290014
"992",2000,"4B ","F",17,"length",132,8.8090862182181,6,3.59629438913631
"993",2000,"4B ","F",18,"length",139,4.24264068711928,2,3
"994",2000,"4B ","M",12,"length",85,6.81276691979465,30,1.24383537366551
"995",2000,"4B ","M",13,"length",88.5,8.51360566866246,28,1.60892023998219
"996",2000,"4B ","M",14,"length",94.9,8.91253798495879,10,2.81839197652373
"997",2000,"4B ","M",15,"length",103,4,10,1.26491106406735
"998",2000,"4B ","M",16,"length",104.117647058824,10.2401315478683,17,2.4835967054165
"999",2000,"4B ","M",17,"length",107.75,12.3371206306231,12,3.56141995855756
"1000",2000,"4B ","M",18,"length",109.1,9.21894185299424,10,2.9152853872115
"1001",2000,"4D ","F",12,"length",95.6071428571429,10.5701861846817,28,1.99757742545132
"1002",2000,"4D ","F",13,"length",100.85,9.33850589268392,40,1.47654742818926
"1003",2000,"4D ","F",14,"length",105.52380952381,11.2009778484695,21,2.4442537546731
"1004",2000,"4D ","F",15,"length",110.428571428571,10.8961128263833,14,2.9121086459971
"1005",2000,"4D ","F",16,"length",116.4,10.7822605634043,15,2.78396770643558
"1006",2000,"4D ","F",17,"length",121.25,14.6360611406992,8,5.17462904122467
"1007",2000,"4D ","F",18,"length",123.6,15.3709683060849,10,4.86072696894885
"1008",2000,"4D ","M",12,"length",81.7142857142857,9.33503385868831,14,2.49489274236757
"1009",2000,"4D ","M",13,"length",85.3571428571429,9.80272444748941,14,2.6198883099613
"1010",2000,"4D ","M",14,"length",91,7.52772652709081,4,3.7638632635454
"1011",2000,"4D ","M",15,"length",92.1428571428571,11.5387545750335,7,4.36123929213536
"1012",2000,"4D ","M",16,"length",102.75,11.8708326020826,4,5.93541630104129
"1013",2000,"4D ","M",17,"length",100.75,15.7457477252931,8,5.56696249570369
"1014",2000,"4D ","M",18,"length",102.5,4.65474668125631,4,2.32737334062816
"1015",2001,"2A ","F",12,"length",101.5,9.09045453409034,12,2.62418818615656
"1016",2001,"2A ","F",13,"length",104.25,9.4339811320566,16,2.35849528301415
"1017",2001,"2A ","F",14,"length",104.1,4.88648931010575,10,1.5452435981999
"1018",2001,"2A ","F",15,"length",109.857142857143,12.9541315343609,7,4.89620149867693
"1019",2001,"2A ","F",16,"length",102,11.3137084989848,2,8
"1020",2001,"2A ","F",17,"length",131,1.4142135623731,2,1
"1021",2001,"2A ","F",18,"length",109,NA,1,NA
"1022",2001,"2A ","M",12,"length",85.8571428571429,6.25642526870234,7,2.36470647960669
"1023",2001,"2A ","M",13,"length",89.5714285714286,3.9940431835899,7,1.50960642706165
"1024",2001,"2A ","M",14,"length",91,6.6332495807108,6,2.70801280154532
"1025",2001,"2A ","M",15,"length",93.6666666666667,11.6561857683664,6,4.75861791326478
"1026",2001,"2A ","M",16,"length",98,9.53939201416946,3,5.5075705472861
"1027",2001,"2A ","M",18,"length",96,NA,1,NA
"1028",2001,"2B ","F",12,"length",101,17.0430826632586,31,3.06102800920186
"1029",2001,"2B ","F",13,"length",102.533333333333,17.5592265428068,30,3.20586148994624
"1030",2001,"2B ","F",14,"length",109.913043478261,15.0148806294358,23,3.13081903658372
"1031",2001,"2B ","F",15,"length",127.555555555556,24.2128362218988,18,5.70702022808798
"1032",2001,"2B ","F",16,"length",126,14.397420403868,15,3.71739796350184
"1033",2001,"2B ","F",17,"length",132.25,9.77667291737498,4,4.88833645868749
"1034",2001,"2B ","F",18,"length",127,28.2842712474619,2,20
"1035",2001,"2B ","M",12,"length",82.7272727272727,8.57005761041823,22,1.82714242175002
"1036",2001,"2B ","M",13,"length",84.3225806451613,7.59994340669365,31,1.36499013094561
"1037",2001,"2B ","M",14,"length",86.4347826086957,8.22869749417202,23,1.7158020364502
"1038",2001,"2B ","M",15,"length",95.9,10.0714116852273,10,3.18486001785531
"1039",2001,"2B ","M",16,"length",96,8.66025403784439,9,2.88675134594813
"1040",2001,"2B ","M",17,"length",92.6666666666667,3.21455025366432,3,1.85592145427667
"1041",2001,"2B ","M",18,"length",98.5,9.64883412646316,6,3.93912003709796
"1042",2001,"2C ","F",12,"length",103.8,20.9525780350722,20,4.68513887902904
"1043",2001,"2C ","F",13,"length",106.75,22.9274217186902,16,5.73185542967255
"1044",2001,"2C ","F",14,"length",125.833333333333,18.8478758549186,12,5.44091309924496
"1045",2001,"2C ","F",15,"length",122.866666666667,17.8280143380606,15,4.60317350848372
"1046",2001,"2C ","F",16,"length",115,17.5245859041266,10,5.54176065083211
"1047",2001,"2C ","F",17,"length",145.6,13.1643457870112,5,5.88727441181401
"1048",2001,"2C ","F",18,"length",141.25,16.8794747153656,4,8.4397373576828
"1049",2001,"2C ","M",12,"length",85.625,8.28730039434356,24,1.69163810927563
"1050",2001,"2C ","M",13,"length",93.6315789473684,9.84440352188767,19,2.2584610584918
"1051",2001,"2C ","M",14,"length",90.5454545454545,9.83544257956553,22,2.09692340363784
"1052",2001,"2C ","M",15,"length",88,8.24621125123532,4,4.12310562561766
"1053",2001,"2C ","M",16,"length",97.25,12.4733048280451,4,6.23665241402255
"1054",2001,"2C ","M",17,"length",99.2857142857143,11.6004926003782,7,4.38457407234937
"1055",2001,"2C ","M",18,"length",102.25,12.4197423483742,4,6.20987117418711
"1056",2001,"3A ","F",12,"length",95.05,14.5510896680048,20,3.25372256443536
"1057",2001,"3A ","F",13,"length",100.62962962963,15.7971471332598,27,3.04016238327189
"1058",2001,"3A ","F",14,"length",110.423076923077,17.3070461417842,26,3.39419099998493
"1059",2001,"3A ","F",15,"length",112.615384615385,22.0209690277943,13,6.1075179203936
"1060",2001,"3A ","F",16,"length",111.571428571429,20.4683262860543,7,7.73630015808942
"1061",2001,"3A ","F",17,"length",116.571428571429,17.87789270633,7,6.75720829526353
"1062",2001,"3A ","F",18,"length",108.333333333333,8.02080627701064,3,4.63081466314993
"1063",2001,"3A ","M",12,"length",77.625,4.99165971062398,16,1.24791492765599
"1064",2001,"3A ","M",13,"length",80.75,4.75059804847577,12,1.3713795310496
"1065",2001,"3A ","M",14,"length",84.6153846153846,7.76250025806185,13,2.15293020817265
"1066",2001,"3A ","M",15,"length",79,NA,1,NA
"1067",2001,"3A ","M",16,"length",85.9,8.53033801596787,10,2.69752973415803
"1068",2001,"3A ","M",17,"length",96.5,10.6614570611463,4,5.33072853057316
"1069",2001,"3A ","M",18,"length",89,7.61577310586391,4,3.80788655293195
"1070",2001,"3B ","F",12,"length",106.666666666667,13.4288247189891,3,7.75313556640867
"1071",2001,"3B ","F",13,"length",102.807692307692,19.6489576940238,26,3.85347764244564
"1072",2001,"3B ","F",14,"length",101.615384615385,10.4271834090589,26,2.04493891056163
"1073",2001,"3B ","F",15,"length",110.333333333333,16.8235945425861,21,3.6712093072689
"1074",2001,"3B ","F",16,"length",118.642857142857,23.1603346025289,14,6.18985978897918
"1075",2001,"3B ","F",17,"length",132.666666666667,6.42910050732864,3,3.71184290855335
"1076",2001,"3B ","F",18,"length",113,8.71779788708135,3,5.03322295684717
"1077",2001,"3B ","M",12,"length",83.5882352941177,8.70386999794784,17,2.11099855018726
"1078",2001,"3B ","M",13,"length",80.6086956521739,5.86777896989361,23,1.22351649372379
"1079",2001,"3B ","M",14,"length",85.6333333333333,8.31485307201489,30,1.51807752996123
"1080",2001,"3B ","M",15,"length",90.2222222222222,6.01618188259335,9,2.00539396086445
"1081",2001,"3B ","M",16,"length",94,6.34209919681348,10,2.00554786086551
"1082",2001,"3B ","M",17,"length",94.6875,8.00598734281621,16,2.00149683570405
"1083",2001,"3B ","M",18,"length",99.8,14.289856542317,5,6.39061812346818
"1084",2001,"4A ","F",12,"length",107.7,19.2645327537997,10,6.09198015609229
"1085",2001,"4A ","F",13,"length",104.521739130435,18.3720874382294,23,3.83084504718774
"1086",2001,"4A ","F",14,"length",100.588235294118,13.3231885425816,17,3.23134786065193
"1087",2001,"4A ","F",15,"length",108.428571428571,13.2647043296253,7,5.01358698157005
"1088",2001,"4A ","F",16,"length",120.5,7.93725393319377,4,3.96862696659689
"1089",2001,"4A ","F",17,"length",116,22.0090890315797,6,8.98517297180935
"1090",2001,"4A ","F",18,"length",113,NA,1,NA
"1091",2001,"4A ","M",12,"length",82.2727272727273,8.24148517696161,22,1.75709054356236
"1092",2001,"4A ","M",13,"length",84.5,7.18960890386092,22,1.53282976861982
"1093",2001,"4A ","M",14,"length",83.7586206896552,9.83672118868083,29,1.82663326768546
"1094",2001,"4A ","M",15,"length",87.2105263157895,9.94752312760664,19,2.28211831851426
"1095",2001,"4A ","M",16,"length",90,20.0374649095139,5,8.96102672688794
"1096",2001,"4A ","M",17,"length",93.7,8.31397752115209,10,2.62911053822813
"1097",2001,"4A ","M",18,"length",101,5.56776436283002,3,3.21455025366432
"1098",2001,"4B ","F",12,"length",107.333333333333,12.0554275466834,3,6.9602043392737
"1099",2001,"4B ","F",13,"length",112.333333333333,7.52772652709081,6,3.0731814857643
"1100",2001,"4B ","F",14,"length",119.3,11.5378603832003,10,3.6485918135936
